disorder_id,orpha_code,name,disorder_type,disorder_group,expert_link,age_of_onset,type_of_inheritance
20343,275944,Hemolytic disease of the newborn with Kell alloimmunization,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=275944,Infancy|Neonatal,
2998,3387,Isolated anterior cervical hypertrichosis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3387,Childhood,Autosomal dominant|Autosomal recessive
2992,1723,Mosaic trisomy 2 syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1723,Antenatal|Neonatal,
20336,275828,Pulmonary arterial hypertension associated with chronic hemolytic anemia,Clinical group,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=275828,All ages,Multigenic/multifactorial|Not applicable
2993,1724,Mosaic trisomy 20 syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1724,Antenatal|Neonatal,
2994,1747,Mosaic trisomy 7 syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1747,Antenatal|Neonatal,
2954,3329,Tibial aplasia-ectrodactyly syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3329,Infancy|Neonatal,Autosomal dominant
2953,3328,Absent tibia-polydactyly-arachnoid cyst syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3328,Infancy|Neonatal,Unknown
2952,3327,Thyrocerebrorenal syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3327,Childhood,Autosomal recessive
2951,3326,Thymic-renal-anal-lung dysplasia,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3326,Antenatal|Neonatal,Autosomal recessive
2949,3322,Hoyeraal-Hreidarsson syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3322,Infancy|Neonatal,Autosomal dominant|Autosomal recessive|X-linked recessive
2947,3317,Thoracolaryngopelvic dysplasia,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3317,Infancy|Neonatal,Autosomal dominant
2946,3316,Thomas syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3316,Antenatal|Neonatal,Autosomal recessive
2945,3314,"Thiemann disease, familial form",Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3314,Adolescent,Not applicable
2974,3355,Trichoodontoonychial dysplasia,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3355,Infancy|Neonatal,Autosomal recessive
20319,275555,Preeclampsia,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=275555,Adult,Not applicable
20318,275543,L1 syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=275543,Infancy|Neonatal,X-linked recessive
2972,3353,Trichodermodysplasia-dental alterations syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3353,Neonatal,
20316,275523,Dianzani autoimmune lymphoproliferative disease,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=275523,All ages,Unknown
2970,3351,Trichodental syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3351,Childhood,Autosomal dominant
20315,275517,Autoimmune lymphoproliferative syndrome-recurrent viral infections due to CASP8 deficiency,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=275517,Childhood,Autosomal recessive
2971,3352,Tricho-dento-osseous syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3352,Childhood,Autosomal dominant
2969,3350,Tremor-nystagmus-duodenal ulcer syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3350,Neonatal,
2966,3344,Weismann-Netter syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3344,Neonatal,
2967,3347,Mounier-Kühn syndrome,Clinical syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3347,All ages,Not applicable
2964,3341,Torticollis-keloids-cryptorchidism-renal dysplasia syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3341,Infancy|Neonatal,X-linked dominant
2965,3342,Arterial tortuosity syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3342,Childhood|Infancy,Autosomal recessive
2962,3339,Oculoectodermal syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3339,Infancy|Neonatal,Not applicable
20307,271861,Hereditary ATTR amyloidosis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=271861,,Autosomal dominant
2961,3338,Toriello-Carey syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3338,Infancy|Neonatal,Autosomal recessive
3049,3469,XK aprosencephaly syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3469,Infancy|Neonatal,Autosomal recessive
3051,3472,Yunis-Varon syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3472,Neonatal,Autosomal recessive
3050,3471,Young syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3471,Adult,Unknown
3053,3319,Congenital amegakaryocytic thrombocytopenia,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3319,Neonatal,Autosomal recessive
3052,3473,Zimmermann-Laband syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3473,Neonatal,Autosomal recessive
3041,3459,Wilson-Turner syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3459,Childhood,X-linked dominant|X-linked recessive
3045,3464,Woodhouse-Sakati syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3464,Adolescent|Childhood,Autosomal recessive
3047,3466,WT limb-blood syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3466,Childhood,Autosomal dominant
3046,3465,Worster-Drought syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3465,Childhood,Autosomal dominant|Not applicable
3064,2749,Oromandibular-limb hypogenesis syndrome,Clinical group,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2749,Infancy|Neonatal,
3066,2995,Baraitser-Winter cerebrofrontofacial syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2995,Infancy|Neonatal,Autosomal dominant|Not applicable
3069,3200,Arthrogryposis-ectodermal dysplasia syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3200,Infancy|Neonatal,Unknown
3071,1570,Symbrachydactyly of hands and feet,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1570,Neonatal,
3057,3243,Sweet syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3243,Adult,Multigenic/multifactorial
3060,1827,Acromelic frontonasal dysplasia,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1827,Antenatal|Neonatal,Autosomal dominant
3063,2076,X-linked intellectual disability-epilepsy syndrome,Clinical group,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2076,Childhood,X-linked dominant|X-linked recessive
3017,3424,Velo-facial-skeletal syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3424,Neonatal,
3023,3433,Microcephaly-brachydactyly-kyphoscoliosis syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3433,Infancy|Neonatal,Autosomal recessive
3020,3429,Verloove Vanhorick-Brubakk syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3429,Neonatal,
3011,2460,Van den Ende-Gupta syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2460,Infancy|Neonatal,Autosomal recessive
20226,268940,Bilateral polymicrogyria,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=268940,Infancy|Neonatal,
20227,268943,Unilateral polymicrogyria,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=268943,Infancy|Neonatal,
3010,3416,Hyperostosis corticalis generalisata,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3416,Adolescent|Childhood,Autosomal dominant|Autosomal recessive
20225,268936,Isolated arhinencephaly,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=268936,Infancy|Neonatal,
20228,268947,Unilateral focal polymicrogyria,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=268947,Antenatal|Infancy|Neonatal,
3012,3417,Van den Bosch syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3417,No data available,X-linked recessive
20251,269229,Pontine tegmental cap dysplasia,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269229,Infancy|Neonatal,Not applicable
3035,3453,Autoimmune polyendocrinopathy type 1,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3453,Adolescent|Childhood,Autosomal recessive
3032,3448,Weaver-Williams syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3448,Infancy|Neonatal,Autosomal recessive
20249,269221,Isolated bilateral hemispheric cerebellar hypoplasia,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269221,Infancy|Neonatal,
3033,3449,Weill-Marchesani syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3449,Infancy|Neonatal,Autosomal dominant|Autosomal recessive
20248,269218,Isolated unilateral hemispheric cerebellar hypoplasia,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269218,Infancy|Neonatal,
3038,3456,Wildervanck syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3456,Infancy|Neonatal,
3036,3454,Wieacker-Wolff syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3454,Neonatal,Not applicable|X-linked recessive
3037,3455,Wiedemann-Rautenstrauch syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3455,Antenatal|Neonatal,Autosomal recessive
20243,269203,Isolated cerebellar vermis agenesis,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269203,Infancy|Neonatal,
20241,269197,Glioependymal/ependymal cyst,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269197,Infancy|Neonatal,
3024,3434,MMEP syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3434,Antenatal|Neonatal,
2852,1856,Spondyloperipheral dysplasia-short ulna syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1856,Infancy|Neonatal,Autosomal dominant
20453,280315,Autoimmune pancreatitis type 2,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280315,Adult,Not applicable
2853,3181,Sprengel deformity,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3181,Antenatal|Infancy|Neonatal,
20452,280302,Autoimmune pancreatitis type 1,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280302,Adult,Not applicable
20455,280333,Alpha-dystroglycan-related limb-girdle muscular dystrophy R16,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280333,Childhood,Autosomal recessive
20454,280325,Distal deletion 12p syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280325,Infancy|Neonatal,
20449,280293,Pelizaeus-Merzbacher-like disease due to AIMP1 mutation,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280293,Infancy|Neonatal,Autosomal recessive
20448,280288,Pelizaeus-Merzbacher-like disease due to HSPD1 mutation,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280288,Infancy|Neonatal,Autosomal recessive
2860,3194,Corneodermatoosseous syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3194,Infancy|Neonatal,Autosomal dominant
20460,280365,Autosomal semi-dominant severe lipodystrophic laminopathy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280365,Adult,Semi-dominant
20463,280379,Erythropoietic uroporphyria associated with myeloid malignancy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280379,Adult,Autosomal recessive
2862,3197,Hereditary hyperekplexia,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3197,Infancy|Neonatal,Autosomal dominant|Autosomal recessive
2863,3199,Stimmler syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3199,Infancy|Neonatal,Autosomal recessive
2856,3184,Steatocystoma multiplex-natal teeth syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3184,Infancy|Neonatal,Autosomal dominant
2857,3186,Holoprosencephaly-radial heart renal anomalies syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3186,Antenatal|Neonatal,
2858,3191,Subaortic stenosis-short stature syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3191,Neonatal,
2859,3193,Supravalvular aortic stenosis,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3193,All ages,Autosomal dominant
20458,280356,PLIN1-related familial partial lipodystrophy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280356,Childhood,Autosomal dominant
2869,3214,"Deaf blind hypopigmentation syndrome, Yemenite type",Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3214,Infancy|Neonatal,Autosomal recessive
20469,280403,Familial omphalocele syndrome with facial dysmorphism,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280403,Infancy|Neonatal,Autosomal dominant
20470,280406,Familial steroid-resistant nephrotic syndrome with sensorineural deafness,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280406,Infancy|Neonatal,Autosomal recessive
2864,3201,Ventricular extrasystoles with syncopal episodes-perodactyly-Robin sequence syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3201,Infancy|Neonatal,Unknown
20465,280384,Recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280384,Infancy|Neonatal,Autosomal recessive
20467,280397,Familial Alzheimer-like prion disease,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280397,Adult,Autosomal dominant
20476,280576,Nestor-Guillermo progeria syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280576,Childhood,Autosomal recessive
2877,3220,Deafness-enamel hypoplasia-nail defects syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3220,Childhood,Autosomal recessive
2876,3219,Fountain syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3219,Infancy|Neonatal,Autosomal recessive
2879,3222,Phosphoribosylpyrophosphate synthetase superactivity,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3222,Adolescent|Adult|Childhood|Infancy|Neonatal,X-linked recessive
20478,280586,"Chondrodysplasia with joint dislocations, gPAPP type",Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280586,Infancy|Neonatal,Autosomal recessive
2873,3217,Deafness-small bowel diverticulosis-neuropathy syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3217,Childhood,
20472,280553,Fatal infantile hypertonic myofibrillar myopathy,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280553,Infancy|Neonatal,Autosomal recessive
20473,280558,Warsaw breakage syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280558,Infancy|Neonatal,Autosomal recessive
2872,3216,Conductive deafness-malformed external ear syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3216,Neonatal,Unknown
2875,3218,Deafness-epiphyseal dysplasia-short stature syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3218,Neonatal,
2823,647,Nijmegen breakage syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=647,Infancy|Neonatal,Autosomal recessive
20422,280062,Calciphylaxis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280062,Adult,Not applicable
20421,279947,Postorgasmic illness syndrome,Clinical syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=279947,Adolescent|Adult,Not applicable
20420,279943,Hereditary neutrophilia,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=279943,All ages,Autosomal dominant
20419,279934,"Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency",Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=279934,Childhood|Infancy|Neonatal,Autosomal recessive
2819,3152,Sclerosteosis,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3152,Childhood|Neonatal,Autosomal recessive
20417,279925,Infectious panuveitis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=279925,All ages,
20416,279922,Infectious anterior uveitis,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=279922,All ages,
20431,280142,Severe combined immunodeficiency due to LCK deficiency,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280142,Infancy|Neonatal,Autosomal recessive
2830,3164,"Omphalocele syndrome, Shprintzen-Goldberg type",Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3164,Neonatal,
2831,3168,Sillence syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3168,Infancy|Neonatal,Autosomal dominant
20430,280133,Complement component 3 deficiency,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280133,Childhood,Autosomal recessive
2829,3163,SHORT syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3163,Neonatal,Autosomal dominant
2826,1479,Atrial septal defect-atrioventricular conduction defects syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1479,No data available,Autosomal dominant
2824,3156,Senior-Loken syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3156,Adolescent|Adult|Childhood|Infancy,Autosomal recessive
20425,280071,ALG11-CDG,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280071,Infancy|Neonatal,Autosomal recessive
2825,3157,Septo-optic dysplasia spectrum,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3157,Infancy|Neonatal,Autosomal dominant|Autosomal recessive|Multigenic/multifactorial|Not applicable
2839,3180,Spondylocamptodactyly syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3180,Neonatal,
20438,280210,"Pelizaeus-Merzbacher disease, connatal form",Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280210,Infancy|Neonatal,X-linked recessive
20439,280219,"Pelizaeus-Merzbacher disease, classic form",Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280219,Infancy|Neonatal,X-linked recessive
20436,280200,Microform holoprosencephaly,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280200,Childhood|Infancy|Neonatal,Multigenic/multifactorial
2836,3177,Spinocerebellar degeneration-corneal dystrophy syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3177,Childhood|Infancy,Autosomal recessive
2835,3175,X-linked spasticity-intellectual disability-epilepsy syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3175,Infancy|Neonatal,X-linked recessive
20435,280195,Septopreoptic holoprosencephaly,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280195,Infancy|Neonatal,Multigenic/multifactorial
2833,3172,Eyebrow duplication-syndactyly syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3172,Infancy|Neonatal,Autosomal recessive
20433,280183,Methylmalonic aciduria due to transcobalamin receptor defect,Biological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280183,Infancy|Neonatal,Autosomal recessive
20447,280282,Pelizaeus-Merzbacher-like disease due to GJC2 mutation,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280282,Infancy|Neonatal,Autosomal recessive
20445,280270,Pelizaeus-Merzbacher-like disease,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280270,Infancy|Neonatal,Autosomal recessive
20442,280234,Null syndrome,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280234,Childhood,X-linked recessive
2842,1855,Spondyloenchondrodysplasia,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1855,Childhood,Autosomal recessive
20440,280224,"Pelizaeus-Merzbacher disease, transitional form",Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280224,Infancy|Neonatal,X-linked recessive
2841,1797,Autosomal dominant spondylocostal dysostosis,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1797,No data available,Autosomal dominant
20441,280229,Pelizaeus-Merzbacher disease in female carriers,Clinical subtype,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280229,Adult,X-linked recessive
20385,276580,Autosomal dominant hyperinsulinism due to Kir6.2 deficiency,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=276580,Infancy|Neonatal,Autosomal dominant
2913,3258,Cenani-Lenz syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3258,Infancy|Neonatal,Autosomal recessive
20384,276575,Autosomal dominant hyperinsulinism due to SUR1 deficiency,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=276575,Infancy|Neonatal,Autosomal dominant
2914,3262,Dobrow syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3262,Antenatal|Infancy|Neonatal,
20387,276598,Diazoxide-resistant focal hyperinsulinism due to SUR1 deficiency,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=276598,Infancy|Neonatal,Autosomal recessive
20389,276608,Non-insulinoma pancreatogenous hypoglycemia syndrome,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=276608,Adult,Autosomal dominant|Not applicable
2916,3265,Isolated humero-radial synostosis,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3265,Antenatal|Neonatal,Autosomal dominant|Autosomal recessive
20388,276603,Diazoxide-resistant focal hyperinsulinism due to Kir6.2 deficiency,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=276603,Infancy|Neonatal,Autosomal recessive
2917,3266,Isolated humero-radio-ulnar synostosis,Morphological anomaly,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3266,Antenatal|Neonatal,Unknown
20390,276621,Sporadic pheochromocytoma/secreting paraganglioma,Disease,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=276621,Adolescent|Adult|Childhood,Not applicable
2919,3268,Radioulnar synostosis-microcephaly-scoliosis syndrome,Malformation syndrome,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3268,Antenatal|Neonatal,Unknown
