disorder_id,orpha_code,name,target_disorder_code,target_disorder_name,association_type
1805,1812,Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1802,1808,"Hidrotic ectodermal dysplasia, Christianson-Fourie type",93890,Rare developmental defect during embryogenesis,Preferential parent
1803,1809,"Hidrotic ectodermal dysplasia, Halal type",93890,Rare developmental defect during embryogenesis,Preferential parent
1801,1806,Ectodermal dysplasia-blindness syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1798,1802,Ghosal hematodiaphyseal dysplasia,93419,Rare bone disease,Preferential parent
1799,1803,Thoracomelic dysplasia,93419,Rare bone disease,Preferential parent
1797,1801,Kyphomelic dysplasia,93419,Rare bone disease,Preferential parent
1794,1798,Craniofacial dysostosis-diaphyseal hyperplasia syndrome,93419,Rare bone disease,Preferential parent
1795,1799,Familial developmental dysphasia,98006,Rare neurologic disease,Preferential parent
1793,1794,Oculomaxillofacial dysostosis,93890,Rare developmental defect during embryogenesis,Preferential parent
2033,2128,Isolated hemihyperplasia,93890,Rare developmental defect during embryogenesis,Preferential parent
2035,2130,Non-syndromic hemimelia,93890,Rare developmental defect during embryogenesis,Preferential parent
2036,2136,Hennekam syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2037,2138,"46,XX ovotesticular difference of sex development",93890,Rare developmental defect during embryogenesis,Preferential parent
2038,2139,Hernández-Aguirre Negrete syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2040,2141,Diaphragmatic defect-limb deficiency-skull defect syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2043,2143,Donnai-Barrow syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2044,2145,"Craniosynostosis, Herrmann-Opitz type",93890,Rare developmental defect during embryogenesis,Preferential parent
2046,2149,Nodular neuronal heterotopia,93890,Rare developmental defect during embryogenesis,Preferential parent
2047,2148,Lissencephaly type 1 due to doublecortin gene mutation,93890,Rare developmental defect during embryogenesis,Preferential parent
17184,158048,Hemophagocytic syndrome associated with an infection,98004,Rare immune disease,Preferential parent
17185,158057,Acquired hemophagocytic lymphohistiocytosis associated with malignant disease,98004,Rare immune disease,Preferential parent
2019,2108,Hallermann-Streiff syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17186,158061,Macrophage activation syndrome,98023,Rare systemic or rheumatologic disease,Preferential parent
2018,2107,Hall-Riggs syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2021,2110,Hallux varus-preaxial polysyndactyly syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2020,2109,Hallermann-Streiff-like syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2022,2111,Cystic hamartoma of lung and kidney,93890,Rare developmental defect during embryogenesis,Preferential parent
17191,158124,Genetic dementia,98006,Rare neurologic disease,Preferential parent
17192,158266,Huntington disease-like syndrome,98006,Rare neurologic disease,Preferential parent
2025,2115,Harrod syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17193,158300,Rare genetic hematologic disease,97992,Rare hematologic disease,Preferential parent
2024,2114,"Hip dysplasia, Beukes type",93419,Rare bone disease,Preferential parent
2027,2994,Short stature-craniofacial anomalies-genital hypoplasia syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2026,2117,Hartsfield syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2028,2119,HEC syndrome,97929,Rare cardiac disease,Preferential parent
2030,2123,Multifocal infantile hemangioma with extracutenous involvement,93890,Rare developmental defect during embryogenesis,Preferential parent
17171,157997,Benign cephalic histiocytosis,89826,Rare skin disease,Preferential parent
2002,2090,GMS syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17170,157991,Generalized eruptive histiocytosis,89826,Rare skin disease,Preferential parent
2003,2091,Multinodular goiter-cystic kidney-polydactyly syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17169,157987,Non-Langerhans cell histiocytosis,98023,Rare systemic or rheumatologic disease,Preferential parent
17175,158011,Necrobiotic xanthogranuloma,89826,Rare skin disease,Preferential parent
17174,158008,Papular xanthoma,89826,Rare skin disease,Preferential parent
2007,376,Gordon syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17173,158003,Xanthoma disseminatum,89826,Rare skin disease,Preferential parent
2004,2092,Focal dermal hypoplasia,93890,Rare developmental defect during embryogenesis,Preferential parent
17172,158000,Juvenile xanthogranuloma,89826,Rare skin disease,Preferential parent
2010,2098,"Acromesomelic dysplasia, Grebe type",93419,Rare bone disease,Preferential parent
17179,158025,Hereditary progressive mucinous histiocytosis,89826,Rare skin disease,Preferential parent
17178,158022,Progressive nodular histiocytosis,89826,Rare skin disease,Preferential parent
2011,380,Greig cephalopolysyndactyly syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2008,2095,Gorlin-Chaudhry-Moss syndrome,98023,Rare systemic or rheumatologic disease,Preferential parent
17177,158019,Indeterminate cell histiocytosis,89826,Rare skin disease,Preferential parent
17176,158014,Rosaï-Dorfman disease,98023,Rare systemic or rheumatologic disease,Preferential parent
2009,2097,Grant syndrome,93419,Rare bone disease,Preferential parent
17183,158041,Secondary hemophagocytic lymphohistiocytosis,98004,Rare immune disease,Preferential parent
2014,2101,Grubben-de Cock-Borghgraef syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17182,158038,Primary hemophagocytic lymphohistiocytosis,98004,Rare immune disease,Preferential parent
2015,2104,Dysmorphism-pectus carinatum-joint laxity syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17181,158032,Hemophagocytic syndrome,98004,Rare immune disease,Preferential parent
17154,157843,Trigeminal autonomic cephalalgia,98006,Rare neurologic disease,Preferential parent
1987,2069,Gastrocutaneous syndrome,89826,Rare skin disease,Preferential parent
17155,157846,Neuroferritinopathy,98006,Rare neurologic disease,Preferential parent
17152,157832,Craniorhiny,93890,Rare developmental defect during embryogenesis,Preferential parent
1985,2067,GAPO syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17153,157835,Paroxysmal hemicrania,98006,Rare neurologic disease,Preferential parent
1984,2065,Galloway-Mowat syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1991,2075,Genitopalatocardiac syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17159,157941,Huntington disease-like 1,98006,Rare neurologic disease,Preferential parent
1990,2074,Gemignani syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17156,157850,Pantothenate kinase-associated neurodegeneration,98006,Rare neurologic disease,Preferential parent
1989,2072,Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome,68367,Rare inborn errors of metabolism,Preferential parent
17162,157954,ANE syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17163,157962,"Oculoauricular syndrome, Schorderet type",97966,Rare ophthalmic disorder,Preferential parent
17160,157946,Huntington disease-like 3,98006,Rare neurologic disease,Preferential parent
1993,2078,Geroderma osteodysplastica,93419,Rare bone disease,Preferential parent
17161,157949,Combined immunodeficiency with granulomatosis,98004,Rare immune disease,Preferential parent
1992,2077,German syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17166,157973,Congenital muscular dystrophy due to LMNA mutation,98006,Rare neurologic disease,Preferential parent
1999,2085,Glaucoma-sleep apnea syndrome,97966,Rare ophthalmic disorder,Preferential parent
1998,2084,Glaucoma-ectopia lentis-microspherophakia-stiff joints-short stature syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17164,157965,SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome,98023,Rare systemic or rheumatologic disease,Preferential parent
1997,2083,Prominent glabella-microcephaly-hypogenitalism syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1974,1791,Frontofacionasal dysplasia,93890,Rare developmental defect during embryogenesis,Preferential parent
1975,1826,Frontometaphyseal dysplasia,93419,Rare bone disease,Preferential parent
1968,2047,Flynn-Aird syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1969,2048,Foix-Chavany-Marie syndrome,98006,Rare neurologic disease,Preferential parent
1971,2050,Cole-Carpenter syndrome,93419,Rare bone disease,Preferential parent
1982,2063,Splenogonadal fusion-limb defects-micrognathia syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1983,2064,Posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1976,250,Frontonasal dysplasia,93890,Rare developmental defect during embryogenesis,Preferential parent
1978,2057,Blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1979,2059,Fryns syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1957,2026,Gingival fibromatosis-hypertrichosis syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1956,2025,Gingival fibromatosis-facial dysmorphism syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1959,2028,Juvenile hyaline fibromatosis,93419,Rare bone disease,Preferential parent
1958,2027,Gingival fibromatosis-progressive deafness syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1953,2021,Fibrochondrogenesis,93419,Rare bone disease,Preferential parent
1952,2019,Femur-fibula-ulna complex,93890,Rare developmental defect during embryogenesis,Preferential parent
1955,2024,Hereditary gingival fibromatosis,98026,Rare odontologic disease,Preferential parent
1954,2022,Endocardial fibroelastosis,97929,Rare cardiac disease,Preferential parent
1965,2824,Paraplegia-intellectual disability-hyperkeratosis syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1967,2045,FLOTCH syndrome,89826,Rare skin disease,Preferential parent
1966,2044,Floating-Harbor syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1961,2031,Hepatic fibrosis-renal cysts-intellectual disability syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1962,2036,Scalp-ear-nipple syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17239,158769,Plaque-form urticaria pigmentosa,89826,Rare skin disease,Preferential parent
1942,2006,Median cleft lip/mandible,93890,Rare developmental defect during embryogenesis,Preferential parent
17238,158766,Typical urticaria pigmentosa,89826,Rare skin disease,Preferential parent
1943,2007,Alar cartilages hypoplasia-coloboma-telecanthus syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1940,2003,Cleft lip/palate-deafness-sacral lipoma syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17237,158687,Lethal acantholytic erosive disorder,89826,Rare skin disease,Preferential parent
17236,158684,Epidermolysis bullosa simplex with pyloric atresia,89826,Rare skin disease,Preferential parent
1941,2004,Laryngotracheoesophageal cleft,93890,Rare developmental defect during embryogenesis,Preferential parent
1938,2001,Cleft lip/palate-intestinal malrotation-cardiopathy syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17235,158681,Epidermolysis bullosa simplex with circinate migratory erythema,89826,Rare skin disease,Preferential parent
17234,158676,"Localized dystrophic epidermolysis bullosa, nails only",89826,Rare skin disease,Preferential parent
17233,158673,"Localized dystrophic epidermolysis bullosa, acral form",89826,Rare skin disease,Preferential parent
17232,158668,Ectodermal dysplasia-skin fragility syndrome,89826,Rare skin disease,Preferential parent
1950,2016,Cleft palate-lateral synechia syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1951,2017,Sternal cleft,93890,Rare developmental defect during embryogenesis,Preferential parent
1949,2013,Cleft palate-large ears-small head syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1946,2010,Cleft palate-stapes fixation-oligodontia syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
17242,158778,Isolated bone marrow mastocytosis,250908,Rare neoplastic disease,Preferential parent
17241,158775,Smoldering systemic mastocytosis,250908,Rare neoplastic disease,Preferential parent
17240,158772,Nodular urticaria pigmentosa,89826,Rare skin disease,Preferential parent
1945,2008,Acrocardiofacial syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1927,1987,Isolated femoral agenesis/hypoplasia,93890,Rare developmental defect during embryogenesis,Preferential parent
1926,1986,Gollop-Wolfgang complex,93890,Rare developmental defect during embryogenesis,Preferential parent
1923,1980,Bilateral striopallidodentate calcinosis,98006,Rare neurologic disease,Preferential parent
1934,1997,Blepharo-cheilo-odontic syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1932,1995,Cleft lip-retinopathy syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1931,1993,Pai syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
1928,1988,Femoral-facial syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2200,2348,"Familial partial lipodystrophy, Dunnigan type",97978,Rare endocrine disease,Preferential parent
19545,247775,Mayer-Rokitansky-Küster-Hauser syndrome type 1,93890,Rare developmental defect during embryogenesis,Preferential parent
19544,247768,Müllerian aplasia and hyperandrogenism,93890,Rare developmental defect during embryogenesis,Preferential parent
2201,2351,Kousseff syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2202,2353,Schilbach-Rott syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19546,247790,FTH1-related iron overload,68367,Rare inborn errors of metabolism,Preferential parent
19549,247798,MUTYH-related polyposis,97935,Rare gastroenterologic disease,Preferential parent
19548,247794,Juvenile cataract-microcornea-renal glucosuria syndrome,68367,Rare inborn errors of metabolism,Preferential parent
19551,247815,Autosomal recessive ataxia due to PEX10 deficiency,98006,Rare neurologic disease,Preferential parent
2207,2363,Lacrimoauriculodentodigital syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19537,247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,98006,Rare neurologic disease,Preferential parent
2192,2340,Keratosis follicularis spinulosa decalvans,89826,Rare skin disease,Preferential parent
19536,247685,Odontohypophosphatasia,93419,Rare bone disease,Preferential parent
2194,2342,Haim-Munk syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19539,247709,Multiple endocrine neoplasia type 2B,250908,Rare neoplastic disease,Preferential parent
19538,247698,Multiple endocrine neoplasia type 2A,250908,Rare neoplastic disease,Preferential parent
19541,247724,Idiopathic eosinophilic myositis,98006,Rare neurologic disease,Preferential parent
19540,247718,Inflammatory myopathy with abundant macrophages,98006,Rare neurologic disease,Preferential parent
19543,247765,X-linked cerebellar ataxia,98006,Rare neurologic disease,Preferential parent
2198,485,Kniest dysplasia,93419,Rare bone disease,Preferential parent
19542,247762,Lipoblastoma,250908,Rare neoplastic disease,Preferential parent
2199,2347,Lethal Kniest-like dysplasia,93419,Rare bone disease,Preferential parent
19528,247585,Citrullinemia type II,68367,Rare inborn errors of metabolism,Preferential parent
2185,2333,Kenny-Caffey syndrome,93419,Rare bone disease,Preferential parent
19529,247598,Neonatal intrahepatic cholestasis due to citrin deficiency,68367,Rare inborn errors of metabolism,Preferential parent
2184,2332,KBG syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19530,247604,Juvenile primary lateral sclerosis,98006,Rare neurologic disease,Preferential parent
19531,247623,Perinatal lethal hypophosphatasia,93419,Rare bone disease,Preferential parent
19532,247638,Prenatal benign hypophosphatasia,93419,Rare bone disease,Preferential parent
2189,2338,Isolated punctate palmoplantar keratoderma,89826,Rare skin disease,Preferential parent
2188,2337,"Diffuse palmoplantar keratoderma, Bothnian type",89826,Rare skin disease,Preferential parent
19533,247651,Infantile hypophosphatasia,93419,Rare bone disease,Preferential parent
19534,247667,Childhood-onset hypophosphatasia,93419,Rare bone disease,Preferential parent
2191,2339,Keratosis follicularis-dwarfism-cerebral atrophy syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19535,247676,Adult hypophosphatasia,93419,Rare bone disease,Preferential parent
2190,494,Keratoderma hereditarium mutilans,89826,Rare skin disease,Preferential parent
2177,2322,Kabuki syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19521,247378,Autosomal recessive secondary polycythemia not associated with VHL gene,97992,Rare hematologic disease,Preferential parent
2176,2321,Jung syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2179,2324,Osteopenia-intellectual disability-sparse hair syndrome,93419,Rare bone disease,Preferential parent
19522,247511,Autosomal dominant secondary polycythemia,97992,Rare hematologic disease,Preferential parent
2178,2323,Sanjad-Sakati syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19523,247522,Primary ciliary dyskinesia-retinitis pigmentosa syndrome,97955,Rare respiratory disease,Preferential parent
19524,247525,Citrullinemia type I,68367,Rare inborn errors of metabolism,Preferential parent
19525,247546,Acute neonatal citrullinemia type I,68367,Rare inborn errors of metabolism,Preferential parent
2180,2325,Epidermolysis bullosa simplex with anodontia/hypodontia,89826,Rare skin disease,Preferential parent
19526,247573,Late-onset citrullinemia type I,68367,Rare inborn errors of metabolism,Preferential parent
2183,2329,Karsch-Neugebauer syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19527,247582,Citrin deficiency,68367,Rare inborn errors of metabolism,Preferential parent
2182,2328,Kapur-Toriello syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19579,248404,Rare thrombotic disorder due to an acquired platelet anomaly,97992,Rare hematologic disease,Preferential parent
2234,2408,Lowe-Kohn-Cohen syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19578,248401,Rare thrombotic disorder due to a constitutional platelet anomaly,97992,Rare hematologic disease,Preferential parent
2235,2409,Lowry-MacLean syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2232,2405,Thickened earlobes-conductive deafness syndrome,98036,Rare otorhinolaryngologic disease,Preferential parent
19577,248368,Rare thrombotic disorder due to a platelet anomaly,97992,Rare hematologic disease,Preferential parent
19576,248365,Rare thrombotic disorder due to an acquired coagulation factors defect,97992,Rare hematologic disease,Preferential parent
2233,2407,Laryngo-onycho-cutaneous syndrome,89826,Rare skin disease,Preferential parent
19583,250165,Genetic polycythemia,97992,Rare hematologic disease,Preferential parent
2239,2412,Dislocation of the hip-dysmorphism syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2236,2575,Cystic fibrosis-gastritis-megaloblastic anemia syndrome,97935,Rare gastroenterologic disease,Preferential parent
19580,248408,Familial hypodysfibrinogenemia,97992,Rare hematologic disease,Preferential parent
2237,2410,Hypergonadotropic hypogonadism-cataract syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19571,248326,Rare hemorrhagic disorder due to a platelet anomaly,97992,Rare hematologic disease,Preferential parent
2226,2399,Nasopalpebral lipoma-coloboma syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19570,248315,Rare hemorrhagic disorder due to a coagulation factors defect,97992,Rare hematologic disease,Preferential parent
2227,2400,Peripheral motor neuropathy-dysautonomia syndrome,98006,Rare neurologic disease,Preferential parent
19569,248308,Rare hemorrhagic disorder,97992,Rare hematologic disease,Preferential parent
2225,2396,Encephalocraniocutaneous lipomatosis,89826,Rare skin disease,Preferential parent
19575,248361,Rare thrombotic disorder due to a constitutional coagulation factors defect,97992,Rare hematologic disease,Preferential parent
19574,248358,Rare thrombotic disorder due to a coagulation factors defect,97992,Rare hematologic disease,Preferential parent
19573,248347,Rare hemorrhagic disorder due to an acquired platelet anomaly,97992,Rare hematologic disease,Preferential parent
19572,248340,Isolated delta-storage pool disease,97992,Rare hematologic disease,Preferential parent
2219,2388,Choreoacanthocytosis,98006,Rare neurologic disease,Preferential parent
19562,248111,Juvenile Huntington disease,98006,Rare neurologic disease,Preferential parent
2218,2387,Leukonychia totalis,89826,Rare skin disease,Preferential parent
2217,2386,Leukoencephalopathy-palmoplantar keratoderma syndrome,89826,Rare skin disease,Preferential parent
19561,248095,Primary hypertrophic osteoarthropathy,93419,Rare bone disease,Preferential parent
2216,2379,Early-onset parkinsonism-intellectual disability syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19567,248302,Rare acquired deficiency anemia,97992,Rare hematologic disease,Preferential parent
2222,2391,Congenitally short costocoracoid ligament,93890,Rare developmental defect during embryogenesis,Preferential parent
19564,248293,Rare deficiency anemia,97992,Rare hematologic disease,Preferential parent
2221,2390,Lichtenstein syndrome,98004,Rare immune disease,Preferential parent
19565,248296,Constitutional deficiency anemia,97992,Rare hematologic disease,Preferential parent
19554,247834,Occult macular dystrophy,97966,Rare ophthalmic disorder,Preferential parent
2211,2371,Lethal Larsen-like syndrome,93419,Rare bone disease,Preferential parent
2210,2369,Limb body wall complex,93890,Rare developmental defect during embryogenesis,Preferential parent
19552,247820,Ectodermal dysplasia-pili torti-cutaneous syndactyly syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19553,247827,Ectodermal dysplasia-hyperhidrosis-cutaneous syndactyly syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2215,2378,Laurin-Sandrow syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19559,247868,NLRP12-associated hereditary periodic fever syndrome,98023,Rare systemic or rheumatologic disease,Preferential parent
2213,2375,Laryngeal abductor paralysis-intellectual disability syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2270,2456,Familial supernumerary nipples,96344,Rare gynecologic or obstetric disease,Preferential parent
2271,2457,Mandibuloacral dysplasia,93419,Rare bone disease,Preferential parent
2266,2451,Mucocutaneous venous malformations,93890,Rare developmental defect during embryogenesis,Preferential parent
2260,2439,Patterson-Stevenson-Fontaine syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19477,244305,Dominant hypophosphatemia with nephrolithiasis or osteoporosis,93626,Rare renal disease,Preferential parent
19476,244283,Biliary atresia with splenic malformation syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2261,2440,Isolated split hand-split foot malformation,93890,Rare developmental defect during embryogenesis,Preferential parent
19478,244310,RFT1-CDG,68367,Rare inborn errors of metabolism,Preferential parent
19473,244242,HELLP syndrome,97992,Rare hematologic disease,Preferential parent
2257,296,Ollier disease,93419,Rare bone disease,Preferential parent
2258,2437,Czeizel-Losonci syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19474,244275,De novo thrombotic microangiopathy after kidney transplantation,93626,Rare renal disease,Preferential parent
2259,2438,Hand-foot-genital syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19468,243343,Dimethylglycine dehydrogenase deficiency,68367,Rare inborn errors of metabolism,Preferential parent
19469,243367,Acute fatty liver of pregnancy,57146,Rare hepatic disease,Preferential parent
2255,2435,Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome,89826,Rare skin disease,Preferential parent
2249,2429,Macrocephaly-spastic paraplegia-dysmorphism syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2251,2432,Macrosomia-microphthalmia-cleft palate syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2302,2489,Upper limb defect-eye and ear abnormalities syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19519,247353,Generalized pustular psoriasis,89826,Rare skin disease,Preferential parent
19518,247262,Hyperphosphatasia-intellectual disability syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2300,2487,Lower limb malformation-hypospadias syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19517,247257,Inhalational anthrax,68416,Rare infectious disease,Preferential parent
19516,247245,Superficial siderosis,98006,Rare neurologic disease,Preferential parent
19515,247242,Acquired ataxia,98006,Rare neurologic disease,Preferential parent
2298,2485,Melorheostosis,93419,Rare bone disease,Preferential parent
19514,247239,Non-hereditary degenerative ataxia,98006,Rare neurologic disease,Preferential parent
19513,247234,Sporadic adult-onset ataxia of unknown etiology,98006,Rare neurologic disease,Preferential parent
2296,2483,Melkersson-Rosenthal syndrome,89826,Rare skin disease,Preferential parent
19512,247203,Collecting duct carcinoma,250908,Rare neoplastic disease,Preferential parent
2297,2484,Melnick-Needles syndrome,93419,Rare bone disease,Preferential parent
19511,247198,Progressive cerebello-cerebral atrophy,98006,Rare neurologic disease,Preferential parent
2294,2481,Neurocutaneous melanocytosis,89826,Rare skin disease,Preferential parent
2295,2482,Melhem-Fahl syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19510,247165,Infantile mercury poisoning,108999,Rare disorder due to toxic effects,Preferential parent
2290,2477,Isolated megalencephaly,93890,Rare developmental defect during embryogenesis,Preferential parent
2291,2479,Megalocornea-intellectual disability syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2288,2475,White forelock with malformations,93890,Rare developmental defect during embryogenesis,Preferential parent
2289,2476,Dysraphism-cleft lip/palate-limb reduction defects syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2286,2473,McKusick-Kaufman syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2284,2471,McDonough syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2283,2470,Matthew-Wood syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2279,561,Marshall-Smith syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2278,2464,"Marfanoid syndrome, De Silva type",93890,Rare developmental defect during embryogenesis,Preferential parent
2277,559,Marinesco-Sjögren syndrome,98006,Rare neurologic disease,Preferential parent
2276,2463,Marfanoid habitus-autosomal recessive intellectual disability syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2275,2462,Shprintzen-Goldberg syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2273,2461,Marden-Walker syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19664,251630,Anaplastic oligodendroglioma,250908,Rare neoplastic disease,Preferential parent
2065,2172,Microcephaly-glomerulonephritis-marfanoid habitus syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19666,251636,Ependymoma,250908,Rare neoplastic disease,Preferential parent
19667,251639,Subependymoma,250908,Rare neoplastic disease,Preferential parent
19668,251643,Myxopapillary ependymoma,250908,Rare neoplastic disease,Preferential parent
2069,2176,Infantile systemic hyalinosis,93419,Rare bone disease,Preferential parent
19669,251646,Anaplastic ependymoma,250908,Rare neoplastic disease,Preferential parent
19670,251651,Oligoastrocytic tumor,250908,Rare neoplastic disease,Preferential parent
2071,2181,Hydrocephaly-tall stature-joint laxity syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19671,251656,Oligoastrocytoma,250908,Rare neoplastic disease,Preferential parent
2070,2180,Hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19672,251663,Anaplastic oligoastrocytoma,250908,Rare neoplastic disease,Preferential parent
2072,2186,Hydrocephalus-blue sclerae-nephropathy syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19673,251668,Glial tumor of neuroepithelial tissue with unknown origin,250908,Rare neoplastic disease,Preferential parent
19674,251671,Angiocentric glioma,250908,Rare neoplastic disease,Preferential parent
2075,2189,Hydrolethalus,93890,Rare developmental defect during embryogenesis,Preferential parent
19675,251674,Chordoid glioma,250908,Rare neoplastic disease,Preferential parent
19676,251679,Astroblastoma,250908,Rare neoplastic disease,Preferential parent
2079,312,Autosomal dominant epidermolytic ichthyosis,89826,Rare skin disease,Preferential parent
2078,2196,Primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement,93626,Rare renal disease,Preferential parent
19679,251852,Embryonal tumor of neuroepithelial tissue,250908,Rare neoplastic disease,Preferential parent
19649,251576,Gliosarcoma,250908,Rare neoplastic disease,Preferential parent
19648,251561,High-grade astrocytoma,250908,Rare neoplastic disease,Preferential parent
2050,2150,Hirschsprung disease-type D brachydactyly syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19651,251582,Gliomatosis cerebri,250908,Rare neoplastic disease,Preferential parent
19650,251579,Giant cell glioblastoma,250908,Rare neoplastic disease,Preferential parent
2051,2152,Mowat-Wilson syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
2052,2153,Hirschsprung disease-nail hypoplasia-dysmorphism syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
19653,251592,Low-grade astrocytoma,250908,Rare neoplastic disease,Preferential parent
